student_id,gender,ethnicity_group,parent_education,lunch_type,test_preparation,study_hours_week,attendance_rate,tutoring,extracurricular,math_score,reading_score,writing_score,final_grade_pct,passed
1251,Male,Group C,Some College,Free/Reduced,Not Completed,5.9,0.677,No,Yes,29.3,35.0,26.3,30.2,0
1252,Female,Group A,Master's,Free/Reduced,Not Completed,14.9,0.893,Yes,No,96.6,100.0,90.4,95.7,1
1253,Female,Group C,Associate's,Standard,Not Completed,12.4,0.991,No,Yes,67.6,66.8,64.4,66.3,1
1254,Female,Group A,High School,Free/Reduced,Not Completed,10.1,0.791,No,Yes,37.9,49.7,47.7,45.1,0
1255,Male,Group B,Bachelor's,Standard,Completed,9.5,0.932,Yes,Yes,83.3,86.2,91.0,86.8,1
1256,Female,Group A,Some College,Standard,Not Completed,2.7,0.846,Yes,No,65.0,67.3,65.4,65.9,1
1257,Female,Group D,High School,Standard,Not Completed,3.2,0.87,No,No,39.4,27.4,31.1,32.6,0
1258,Female,Group B,Associate's,Standard,Not Completed,7.7,0.976,Yes,No,73.8,76.8,77.6,76.1,1
1259,Female,Group C,Some College,Free/Reduced,Completed,3.8,0.916,No,No,73.9,70.0,72.2,72.0,1
1260,Male,Group E,Bachelor's,Standard,Not Completed,5.6,0.737,No,Yes,67.8,67.9,65.5,67.1,1
1261,Female,Group B,High School,Standard,Not Completed,5.4,0.822,No,No,57.0,61.6,48.0,55.5,0
1262,Male,Group C,Bachelor's,Standard,Not Completed,9.3,0.978,No,No,80.3,78.6,67.1,75.3,1
1263,Female,Group C,Associate's,Free/Reduced,Completed,7.8,0.936,No,No,70.5,73.1,66.0,69.9,1
1264,Female,Group A,High School,Standard,Not Completed,11.8,1.0,No,No,70.4,76.6,75.8,74.3,1
1265,Female,Group D,Master's,Free/Reduced,Completed,7.9,1.0,Yes,Yes,72.3,91.5,84.8,82.9,1
1266,Female,Group A,Associate's,Standard,Not Completed,7.6,0.873,No,Yes,62.4,60.2,57.8,60.1,1
1267,Female,Group C,Some College,Standard,Not Completed,6.7,1.0,Yes,Yes,83.8,82.1,86.7,84.2,1
1268,Female,Group C,Some College,Standard,Not Completed,12.8,0.902,No,No,67.9,77.3,74.7,73.3,1
1269,Male,Group C,Bachelor's,Standard,Not Completed,6.7,0.823,Yes,Yes,69.9,83.7,68.3,74.0,1
1270,Female,Group D,Some College,Standard,Not Completed,4.2,0.849,No,Yes,63.4,70.9,52.9,62.4,1
1271,Male,Group B,High School,Standard,Not Completed,9.8,0.719,No,No,64.2,66.9,67.6,66.2,1
1272,Male,Group A,High School,Free/Reduced,Not Completed,6.2,1.0,No,No,67.1,80.3,69.2,72.2,1
1273,Male,Group D,Some College,Standard,Completed,11.0,1.0,Yes,Yes,73.0,78.8,68.8,73.5,1
1274,Female,Group C,Bachelor's,Standard,Not Completed,13.6,0.819,Yes,Yes,64.8,75.1,61.7,67.2,1
1275,Female,Group D,Some College,Standard,Completed,5.9,0.882,No,Yes,76.1,77.1,66.2,73.1,1
1276,Female,Group D,High School,Free/Reduced,Not Completed,13.3,0.908,No,No,62.1,73.0,69.6,68.2,1
1277,Female,Group D,High School,Standard,Not Completed,11.2,0.823,No,No,62.3,57.9,55.1,58.4,0
1278,Male,Group C,Some College,Standard,Not Completed,4.7,0.76,Yes,Yes,67.8,75.0,61.7,68.2,1
1279,Female,Group B,Master's,Free/Reduced,Not Completed,3.9,0.883,Yes,Yes,93.3,87.9,83.2,88.1,1
1280,Female,Group D,Some College,Standard,Not Completed,3.6,0.874,Yes,Yes,63.7,68.0,72.8,68.2,1
1281,Male,Group C,Master's,Standard,Not Completed,3.1,0.869,Yes,Yes,74.1,80.3,65.9,73.4,1
1282,Male,Group B,Some College,Standard,Completed,12.6,0.918,Yes,No,85.3,95.3,89.5,90.0,1
1283,Male,Group E,High School,Standard,Completed,5.9,1.0,No,Yes,50.6,64.2,65.3,60.0,1
1284,Female,Group E,Bachelor's,Standard,Not Completed,16.2,0.876,Yes,Yes,90.8,93.1,89.3,91.1,1
1285,Female,Group C,Some College,Standard,Completed,4.4,0.914,Yes,Yes,74.9,82.0,83.8,80.2,1
1286,Female,Group A,Bachelor's,Standard,Completed,4.9,0.958,Yes,No,78.1,83.1,75.0,78.7,1
1287,Female,Group C,Master's,Standard,Not Completed,9.0,0.944,No,No,75.6,79.3,69.7,74.9,1
1288,Female,Group D,High School,Standard,Completed,15.7,0.851,No,Yes,81.2,74.7,73.8,76.6,1
1289,Female,Group E,High School,Free/Reduced,Not Completed,4.8,0.908,No,Yes,53.9,61.5,51.9,55.8,0
1290,Female,Group B,Bachelor's,Free/Reduced,Not Completed,10.5,0.944,No,Yes,60.1,65.9,61.6,62.5,1
1291,Female,Group A,Some College,Free/Reduced,Not Completed,6.7,0.81,No,Yes,76.6,81.2,77.0,78.3,1
1292,Female,Group E,High School,Standard,Not Completed,9.1,1.0,No,Yes,75.7,76.1,67.7,73.2,1
1293,Male,Group C,High School,Standard,Not Completed,4.0,1.0,No,Yes,53.7,57.2,57.5,56.1,0
1294,Male,Group C,High School,Standard,Not Completed,9.9,0.842,No,No,59.6,76.7,63.4,66.6,1
1295,Male,Group E,Bachelor's,Standard,Completed,5.7,0.915,No,No,82.5,92.6,86.3,87.1,1
1296,Female,Group A,High School,Free/Reduced,Completed,5.0,0.951,No,No,70.1,72.8,64.9,69.3,1
1297,Female,Group C,Some College,Standard,Completed,6.5,0.856,Yes,Yes,85.4,84.5,75.8,81.9,1
1298,Female,Group A,Associate's,Standard,Completed,9.4,0.939,Yes,No,72.9,86.0,74.0,77.6,1
1299,Male,Group C,Some College,Standard,Completed,6.0,0.913,No,Yes,77.5,82.0,76.9,78.8,1
1300,Male,Group D,High School,Standard,Not Completed,5.1,0.783,Yes,Yes,75.8,67.1,57.5,66.8,1
1301,Female,Group C,Bachelor's,Standard,Not Completed,6.2,0.937,Yes,Yes,85.8,90.6,83.8,86.7,1
1302,Male,Group E,High School,Standard,Not Completed,6.1,0.812,No,Yes,61.8,60.6,51.6,58.0,0
1303,Female,Group C,Bachelor's,Standard,Completed,8.9,0.975,No,No,88.7,96.5,84.3,89.8,1
1304,Male,Group B,Bachelor's,Free/Reduced,Not Completed,5.3,0.846,No,Yes,58.1,63.8,59.9,60.6,1
1305,Male,Group B,Some College,Standard,Completed,5.2,0.887,No,No,71.4,66.4,66.7,68.2,1
1306,Male,Group B,Associate's,Free/Reduced,Not Completed,4.0,1.0,Yes,No,84.5,84.7,79.7,83.0,1
1307,Male,Group C,Some College,Free/Reduced,Not Completed,9.3,0.94,No,No,89.7,78.8,91.3,86.6,1
1308,Male,Group A,Some College,Standard,Completed,7.2,0.814,No,No,57.9,52.6,50.3,53.6,0
1309,Female,Group B,Bachelor's,Free/Reduced,Not Completed,12.8,0.819,Yes,No,76.5,83.7,81.6,80.6,1
1310,Male,Group C,Bachelor's,Standard,Not Completed,11.9,0.852,No,Yes,73.3,74.0,70.6,72.6,1
1311,Female,Group D,Some College,Free/Reduced,Not Completed,7.7,0.932,Yes,No,67.7,67.6,68.3,67.9,1
1312,Male,Group D,Associate's,Standard,Not Completed,6.3,0.929,No,Yes,73.3,69.3,71.7,71.4,1
1313,Male,Group D,Master's,Standard,Completed,6.7,0.833,No,No,79.9,87.4,75.9,81.1,1
1314,Male,Group A,Master's,Standard,Not Completed,4.5,0.807,No,No,71.4,77.3,69.3,72.7,1
1315,Female,Group B,Associate's,Standard,Not Completed,4.0,0.923,No,Yes,62.1,66.0,64.7,64.3,1
1316,Male,Group D,Some College,Free/Reduced,Not Completed,3.7,0.885,No,Yes,59.2,64.2,50.1,57.8,0
1317,Male,Group C,Some College,Standard,Completed,6.0,1.0,No,Yes,75.6,78.5,84.1,79.4,1
1318,Male,Group A,Master's,Free/Reduced,Not Completed,0.9,0.903,No,Yes,61.8,62.5,67.2,63.8,1
1319,Female,Group D,High School,Standard,Completed,15.4,1.0,No,Yes,93.0,100.0,100.0,97.7,1
1320,Female,Group D,Associate's,Free/Reduced,Completed,17.9,0.806,No,Yes,50.5,59.3,56.7,55.5,0
1321,Female,Group C,Some College,Standard,Not Completed,3.4,0.774,Yes,Yes,75.0,63.5,68.7,69.1,1
1322,Female,Group A,Some College,Standard,Completed,17.7,0.81,No,Yes,72.6,66.6,74.3,71.2,1
1323,Male,Group D,Some College,Standard,Not Completed,3.5,0.995,No,No,77.5,79.2,78.4,78.4,1
1324,Female,Group C,Master's,Free/Reduced,Not Completed,6.7,1.0,No,Yes,68.3,71.9,70.6,70.3,1
1325,Male,Group D,High School,Standard,Not Completed,8.4,0.837,No,No,38.0,54.4,47.0,46.5,0
1326,Female,Group D,Associate's,Standard,Completed,7.1,0.863,No,No,75.4,76.6,77.0,76.3,1
1327,Female,Group D,High School,Standard,Completed,4.8,0.806,No,Yes,68.6,72.1,61.5,67.4,1
1328,Male,Group C,High School,Free/Reduced,Not Completed,4.6,0.755,Yes,No,50.0,51.5,47.2,49.6,0
1329,Male,Group A,Some College,Standard,Not Completed,10.6,0.957,No,No,68.4,66.3,60.0,64.9,1
1330,Female,Group D,Associate's,Standard,Completed,13.0,0.918,No,No,83.8,82.6,84.8,83.7,1
1331,Male,Group C,Some College,Standard,Completed,1.9,0.901,No,Yes,63.9,56.5,52.2,57.5,0
1332,Male,Group D,Some College,Free/Reduced,Completed,7.7,0.788,Yes,No,58.7,60.7,58.0,59.1,0
1333,Female,Group B,High School,Free/Reduced,Not Completed,9.4,1.0,No,No,75.6,65.1,72.2,71.0,1
1334,Male,Group B,Some College,Standard,Completed,7.4,0.86,No,Yes,62.1,61.2,59.5,60.9,1
1335,Male,Group E,Master's,Standard,Not Completed,2.6,0.943,No,Yes,70.9,81.7,77.6,76.7,1
1336,Male,Group D,Master's,Standard,Not Completed,9.0,0.784,No,No,77.6,86.1,84.4,82.7,1
1337,Female,Group E,Some College,Standard,Not Completed,12.0,0.885,No,No,66.2,81.7,69.1,72.3,1
1338,Male,Group D,Associate's,Standard,Completed,4.0,0.923,Yes,No,82.4,79.6,83.9,82.0,1
1339,Female,Group C,Master's,Free/Reduced,Not Completed,4.7,0.926,No,No,82.1,86.0,85.2,84.4,1
1340,Female,Group D,High School,Standard,Not Completed,7.5,0.912,No,No,50.8,56.0,60.5,55.8,0
1341,Female,Group E,Bachelor's,Free/Reduced,Completed,6.4,0.94,Yes,No,94.3,91.1,98.7,94.7,1
1342,Female,Group C,Master's,Standard,Not Completed,4.7,0.81,No,Yes,76.9,74.0,73.0,74.6,1
1343,Male,Group C,High School,Free/Reduced,Completed,3.0,0.916,No,Yes,74.0,72.5,71.4,72.6,1
1344,Male,Group B,High School,Standard,Completed,5.0,0.909,No,Yes,81.4,81.0,74.7,79.0,1
1345,Male,Group C,Master's,Standard,Not Completed,1.4,0.919,No,No,67.4,70.6,65.0,67.7,1
1346,Female,Group D,Associate's,Standard,Completed,9.5,0.906,No,No,74.9,82.8,72.6,76.8,1
1347,Female,Group B,High School,Standard,Completed,4.3,0.798,No,Yes,70.4,81.2,61.9,71.2,1
1348,Female,Group B,Some College,Standard,Completed,10.4,0.795,Yes,No,81.2,93.6,80.1,85.0,1
1349,Male,Group B,Some College,Free/Reduced,Completed,5.8,0.723,Yes,Yes,65.7,76.0,73.2,71.6,1
1350,Female,Group B,Associate's,Free/Reduced,Completed,7.3,0.965,Yes,Yes,77.9,87.1,77.7,80.9,1
1351,Male,Group B,Bachelor's,Standard,Not Completed,2.2,0.966,No,Yes,74.3,75.4,66.7,72.1,1
1352,Male,Group C,Master's,Standard,Not Completed,9.9,0.967,No,No,82.4,90.3,84.9,85.9,1
1353,Female,Group E,Some College,Standard,Completed,23.7,0.925,No,No,100.0,100.0,100.0,100.0,1
1354,Male,Group C,Associate's,Standard,Not Completed,5.3,0.729,No,Yes,62.5,68.8,66.5,65.9,1
1355,Female,Group B,Associate's,Standard,Not Completed,7.2,0.818,Yes,Yes,70.4,71.1,70.6,70.7,1
1356,Male,Group A,Some College,Free/Reduced,Completed,7.7,0.914,No,No,78.4,70.9,74.9,74.7,1
1357,Male,Group D,High School,Free/Reduced,Completed,2.8,0.911,Yes,Yes,61.1,56.9,56.9,58.3,0
1358,Female,Group C,Master's,Free/Reduced,Not Completed,3.3,0.882,No,No,75.0,80.6,77.9,77.8,1
1359,Female,Group D,Bachelor's,Standard,Completed,9.1,0.93,No,No,83.7,69.7,79.2,77.5,1
1360,Male,Group D,Some College,Free/Reduced,Completed,4.0,0.901,No,Yes,73.9,67.8,72.1,71.3,1
1361,Male,Group D,Associate's,Free/Reduced,Not Completed,5.8,0.91,No,Yes,63.5,56.0,55.0,58.2,0
1362,Female,Group B,High School,Standard,Completed,7.3,0.849,Yes,Yes,73.1,84.9,82.9,80.3,1
1363,Male,Group D,Associate's,Standard,Not Completed,9.3,0.979,Yes,No,86.1,79.6,80.0,81.9,1
1364,Male,Group B,Associate's,Free/Reduced,Not Completed,6.0,0.866,No,No,56.9,56.8,50.9,54.9,0
1365,Male,Group E,Associate's,Standard,Not Completed,6.1,0.794,No,Yes,62.4,74.8,73.2,70.1,1
1366,Female,Group C,Master's,Standard,Not Completed,21.6,0.838,No,No,88.6,88.0,94.0,90.2,1
1367,Male,Group B,Associate's,Standard,Not Completed,11.3,0.872,No,No,71.6,85.7,73.4,76.9,1
1368,Male,Group B,Some College,Standard,Completed,5.4,0.98,No,Yes,70.8,73.1,69.8,71.2,1
1369,Female,Group B,Bachelor's,Standard,Completed,6.1,0.897,Yes,No,58.5,66.4,73.2,66.0,1
1370,Female,Group D,High School,Free/Reduced,Not Completed,17.1,0.885,No,Yes,72.3,70.7,66.1,69.7,1
1371,Male,Group B,Some College,Free/Reduced,Completed,9.3,0.8,No,No,62.0,67.0,65.5,64.8,1
1372,Female,Group C,Some College,Standard,Not Completed,12.2,0.963,Yes,Yes,100.0,89.6,97.1,95.6,1
1373,Male,Group B,Some College,Standard,Not Completed,5.3,0.848,No,Yes,73.0,67.0,66.8,68.9,1
1374,Female,Group D,Bachelor's,Standard,Completed,4.9,0.892,No,No,90.6,98.2,89.0,92.6,1
1375,Female,Group D,Some College,Standard,Not Completed,14.8,1.0,No,No,93.5,93.8,96.7,94.7,1
1376,Male,Group D,Bachelor's,Standard,Not Completed,6.4,0.941,No,No,64.3,76.2,64.2,68.2,1
1377,Female,Group D,Associate's,Standard,Completed,6.4,0.77,No,No,68.1,65.1,66.1,66.4,1
1378,Female,Group B,Some College,Standard,Not Completed,5.1,0.758,No,Yes,52.5,54.8,58.0,55.1,0
1379,Female,Group A,Bachelor's,Standard,Completed,11.9,0.895,Yes,Yes,77.6,87.8,81.6,82.3,1
1380,Male,Group D,High School,Standard,Not Completed,7.5,0.803,Yes,Yes,41.6,40.7,49.0,43.8,0
1381,Female,Group B,High School,Standard,Not Completed,3.2,0.952,Yes,Yes,62.4,61.8,67.2,63.8,1
1382,Female,Group C,Associate's,Standard,Not Completed,4.7,0.903,No,No,65.1,58.5,53.6,59.1,0
1383,Male,Group A,Some College,Free/Reduced,Not Completed,13.3,0.913,Yes,No,87.9,75.2,79.2,80.8,1
1384,Female,Group B,High School,Standard,Not Completed,7.6,0.843,No,Yes,79.4,85.4,74.0,79.6,1
1385,Male,Group A,Associate's,Free/Reduced,Not Completed,12.0,1.0,No,Yes,74.3,67.5,79.2,73.7,1
1386,Female,Group E,Associate's,Standard,Completed,8.4,1.0,No,Yes,83.3,89.8,87.1,86.7,1
1387,Male,Group B,Some College,Standard,Completed,3.5,0.878,No,No,70.3,70.1,69.3,69.9,1
1388,Female,Group C,Master's,Free/Reduced,Not Completed,9.0,0.928,No,Yes,84.5,77.9,85.1,82.5,1
1389,Male,Group A,Associate's,Standard,Not Completed,6.5,0.908,No,No,80.6,67.9,71.1,73.2,1
1390,Female,Group D,Bachelor's,Standard,Not Completed,4.8,0.879,Yes,Yes,65.6,81.6,65.5,70.9,1
1391,Female,Group B,High School,Standard,Completed,5.1,0.833,No,Yes,61.9,57.6,66.8,62.1,1
1392,Female,Group E,Associate's,Standard,Completed,11.8,0.813,Yes,No,71.7,75.3,75.4,74.1,1
1393,Female,Group E,Bachelor's,Free/Reduced,Not Completed,7.7,0.809,No,Yes,68.2,63.7,60.5,64.1,1
1394,Female,Group B,Associate's,Standard,Completed,7.4,0.932,No,Yes,70.1,74.1,60.5,68.2,1
1395,Female,Group E,Bachelor's,Standard,Not Completed,15.7,0.858,No,Yes,82.1,92.7,89.1,88.0,1
1396,Male,Group E,Some College,Standard,Not Completed,4.3,0.694,No,Yes,42.3,42.7,28.2,37.7,0
1397,Female,Group D,High School,Standard,Not Completed,6.3,0.936,No,No,76.7,82.4,72.5,77.2,1
1398,Female,Group D,Some College,Free/Reduced,Not Completed,4.6,0.897,No,Yes,56.3,59.7,56.8,57.6,0
1399,Male,Group B,Some College,Free/Reduced,Not Completed,8.9,1.0,No,No,66.2,64.8,54.8,61.9,1
1400,Male,Group C,Bachelor's,Standard,Not Completed,7.5,0.93,No,No,79.9,81.8,79.5,80.4,1
1401,Female,Group A,High School,Standard,Completed,5.4,0.782,Yes,No,79.9,78.7,72.9,77.2,1
1402,Female,Group A,Master's,Free/Reduced,Not Completed,5.8,0.722,No,Yes,47.7,54.9,48.4,50.3,0
1403,Female,Group E,Master's,Standard,Not Completed,11.1,0.842,No,No,81.0,83.7,86.3,83.7,1
1404,Male,Group B,High School,Standard,Not Completed,12.8,0.85,Yes,No,55.0,61.4,58.5,58.3,0
1405,Male,Group D,Some College,Standard,Not Completed,4.7,0.975,No,No,44.7,61.5,55.6,53.9,0
1406,Female,Group D,Bachelor's,Standard,Not Completed,24.2,0.899,Yes,Yes,100.0,100.0,100.0,100.0,1
1407,Male,Group E,Master's,Free/Reduced,Not Completed,2.7,0.991,Yes,Yes,70.1,69.2,76.8,72.0,1
1408,Male,Group E,Some College,Free/Reduced,Not Completed,3.4,0.794,Yes,No,46.9,51.7,40.2,46.3,0
1409,Male,Group B,Some College,Standard,Not Completed,5.6,0.977,No,Yes,60.8,63.0,53.7,59.2,0
1410,Male,Group A,Associate's,Standard,Not Completed,4.2,0.958,No,No,57.4,68.5,63.0,63.0,1
1411,Female,Group C,Associate's,Standard,Not Completed,3.8,0.739,No,Yes,58.0,56.8,48.9,54.6,0
1412,Female,Group A,Some College,Standard,Completed,12.6,1.0,No,Yes,75.8,79.4,81.0,78.7,1
1413,Female,Group A,Bachelor's,Standard,Completed,9.0,0.907,No,Yes,72.7,91.3,89.4,84.5,1
1414,Female,Group B,High School,Free/Reduced,Not Completed,7.1,0.931,No,No,59.7,64.8,59.9,61.5,1
1415,Male,Group D,High School,Standard,Not Completed,4.8,0.831,Yes,Yes,65.7,81.6,72.0,73.1,1
1416,Male,Group C,Some College,Standard,Not Completed,3.5,1.0,No,Yes,64.9,73.0,73.5,70.5,1
1417,Female,Group B,Some College,Standard,Not Completed,3.4,0.805,Yes,Yes,68.3,70.9,66.9,68.7,1
1418,Female,Group D,Some College,Standard,Not Completed,12.6,0.967,Yes,Yes,97.1,85.9,87.1,90.0,1
1419,Female,Group B,Some College,Standard,Not Completed,12.3,0.966,No,No,78.8,74.3,73.5,75.5,1
1420,Male,Group A,Some College,Free/Reduced,Not Completed,5.7,0.822,No,Yes,52.2,42.3,45.8,46.8,0
1421,Female,Group D,High School,Standard,Completed,2.6,1.0,No,No,86.7,80.7,80.9,82.8,1
1422,Female,Group C,Some College,Free/Reduced,Not Completed,9.5,0.919,Yes,Yes,62.9,77.9,74.0,71.6,1
1423,Female,Group D,Master's,Standard,Not Completed,5.7,0.952,No,No,79.9,76.6,89.6,82.0,1
1424,Female,Group A,Some College,Standard,Not Completed,11.4,0.778,No,Yes,57.8,66.7,53.5,59.3,0
1425,Male,Group D,Some College,Standard,Completed,3.3,1.0,No,No,66.1,67.6,73.8,69.2,1
1426,Male,Group C,Associate's,Standard,Completed,7.0,0.802,Yes,No,84.3,87.9,86.4,86.2,1
1427,Female,Group C,Master's,Standard,Not Completed,3.1,0.982,Yes,No,79.2,96.4,89.3,88.3,1
1428,Male,Group C,High School,Standard,Completed,4.2,0.82,No,No,59.7,75.5,64.2,66.5,1
1429,Male,Group E,Associate's,Free/Reduced,Not Completed,4.2,0.85,No,Yes,68.0,65.1,72.2,68.4,1
1430,Male,Group C,Bachelor's,Free/Reduced,Completed,5.7,0.963,No,Yes,83.7,72.6,69.3,75.2,1
1431,Female,Group C,Associate's,Standard,Completed,13.2,0.982,No,Yes,90.3,94.6,85.2,90.0,1
1432,Female,Group E,High School,Standard,Not Completed,7.2,0.798,Yes,Yes,57.5,63.2,66.7,62.5,1
1433,Female,Group D,Associate's,Standard,Completed,10.4,0.987,Yes,Yes,100.0,97.0,97.1,98.0,1
1434,Male,Group C,High School,Standard,Not Completed,7.0,0.984,Yes,No,74.5,70.3,78.1,74.3,1
1435,Female,Group D,Associate's,Standard,Not Completed,5.2,0.825,No,No,65.6,74.4,56.7,65.6,1
1436,Female,Group C,Bachelor's,Free/Reduced,Not Completed,1.6,1.0,No,No,54.8,57.0,54.1,55.3,0
1437,Female,Group B,High School,Standard,Completed,3.5,0.783,No,Yes,51.7,58.1,50.1,53.3,0
1438,Male,Group C,Bachelor's,Standard,Not Completed,6.7,0.85,No,No,71.0,69.9,67.9,69.6,1
1439,Female,Group E,High School,Standard,Not Completed,7.4,0.938,No,No,67.1,60.7,58.4,62.1,1
1440,Male,Group E,Bachelor's,Standard,Completed,11.4,0.832,Yes,Yes,90.0,96.8,88.2,91.7,1
1441,Male,Group B,Some College,Standard,Not Completed,2.1,0.921,No,Yes,50.0,61.4,57.3,56.2,0
1442,Female,Group C,High School,Standard,Not Completed,19.6,0.919,Yes,Yes,86.6,88.0,94.0,89.5,1
1443,Male,Group B,High School,Standard,Not Completed,1.5,0.885,No,Yes,58.5,57.9,54.0,56.8,0
1444,Female,Group E,Master's,Standard,Not Completed,6.4,0.967,No,Yes,60.9,68.9,54.3,61.4,1
1445,Male,Group E,High School,Standard,Not Completed,4.6,0.882,No,Yes,41.9,62.9,44.6,49.8,0
1446,Female,Group C,High School,Free/Reduced,Not Completed,3.5,0.919,No,Yes,64.7,60.1,58.9,61.2,1
1447,Male,Group D,Some College,Standard,Completed,15.1,0.992,No,Yes,100.0,93.5,95.3,96.3,1
1448,Male,Group D,Associate's,Standard,Completed,4.7,0.963,Yes,No,76.7,70.7,79.1,75.5,1
1449,Male,Group C,Associate's,Free/Reduced,Not Completed,2.0,0.963,No,No,62.5,65.9,66.4,64.9,1
1450,Male,Group A,High School,Standard,Not Completed,2.8,0.808,Yes,No,56.6,53.6,52.2,54.1,0
1451,Female,Group C,Some College,Standard,Not Completed,12.2,0.942,Yes,Yes,80.6,86.9,83.8,83.8,1
1452,Male,Group D,High School,Standard,Not Completed,2.9,0.83,No,Yes,61.5,57.3,64.0,60.9,1
1453,Male,Group D,High School,Standard,Not Completed,2.4,0.797,Yes,No,64.7,65.0,52.3,60.7,1
1454,Male,Group C,Some College,Standard,Not Completed,7.4,0.894,No,No,57.9,63.8,60.5,60.7,1
1455,Female,Group E,Bachelor's,Free/Reduced,Completed,5.6,0.828,Yes,Yes,63.0,67.2,63.7,64.6,1
1456,Male,Group B,High School,Free/Reduced,Not Completed,8.7,0.963,No,Yes,65.1,70.5,52.3,62.6,1
1457,Male,Group C,Some College,Standard,Not Completed,5.2,0.965,No,Yes,69.0,74.5,59.4,67.6,1
1458,Male,Group D,Some College,Standard,Completed,10.0,0.748,No,Yes,85.1,89.9,80.7,85.2,1
1459,Female,Group D,Master's,Standard,Completed,2.6,0.834,No,Yes,71.6,81.9,77.5,77.0,1
1460,Male,Group C,Master's,Standard,Not Completed,2.3,0.783,Yes,Yes,67.1,59.8,64.2,63.7,1
1461,Female,Group B,Bachelor's,Standard,Completed,7.8,0.863,Yes,No,68.9,87.7,76.7,77.8,1
1462,Male,Group B,High School,Standard,Not Completed,5.6,0.936,Yes,No,76.0,71.0,62.7,69.9,1
1463,Female,Group C,High School,Free/Reduced,Completed,5.0,0.881,No,No,46.0,53.2,53.4,50.9,0
1464,Male,Group C,Some College,Standard,Not Completed,9.5,0.853,No,Yes,57.8,60.7,53.8,57.4,0
1465,Male,Group B,Some College,Standard,Completed,21.2,1.0,No,Yes,100.0,100.0,100.0,100.0,1
1466,Female,Group D,Associate's,Standard,Completed,2.3,0.716,No,Yes,57.7,51.7,55.4,54.9,0
1467,Male,Group C,Bachelor's,Free/Reduced,Completed,13.4,0.999,No,Yes,93.8,97.7,96.5,96.0,1
1468,Female,Group D,Bachelor's,Free/Reduced,Completed,9.7,0.856,No,No,82.9,79.5,87.5,83.3,1
1469,Male,Group D,Bachelor's,Standard,Not Completed,4.9,0.894,No,Yes,63.6,67.5,60.3,63.8,1
1470,Male,Group B,Some College,Standard,Not Completed,15.8,0.858,No,Yes,71.5,63.3,71.8,68.9,1
1471,Male,Group A,Associate's,Free/Reduced,Not Completed,2.9,1.0,No,No,69.8,60.9,60.5,63.7,1
1472,Male,Group D,Some College,Standard,Completed,8.5,0.802,No,Yes,58.7,69.0,65.5,64.4,1
1473,Male,Group C,High School,Free/Reduced,Completed,5.9,0.901,Yes,No,63.1,79.1,71.9,71.4,1
1474,Female,Group D,Bachelor's,Standard,Not Completed,4.9,0.942,No,No,71.0,74.1,68.2,71.1,1
1475,Female,Group D,High School,Standard,Completed,3.1,0.771,Yes,Yes,63.4,69.1,65.7,66.1,1
1476,Male,Group D,Some College,Standard,Completed,25.9,0.826,No,Yes,98.4,100.0,100.0,99.5,1
1477,Male,Group E,Some College,Free/Reduced,Completed,4.9,0.888,Yes,No,79.2,75.8,84.7,79.9,1
1478,Male,Group C,Associate's,Standard,Completed,1.1,0.829,No,Yes,66.5,67.8,67.8,67.4,1
1479,Male,Group C,Bachelor's,Free/Reduced,Not Completed,10.6,0.835,No,Yes,54.7,47.6,52.1,51.5,0
1480,Female,Group C,Some College,Standard,Not Completed,8.1,0.872,No,Yes,65.9,73.7,68.2,69.3,1
1481,Male,Group B,Bachelor's,Standard,Not Completed,5.6,0.952,Yes,No,94.6,94.4,95.4,94.8,1
1482,Female,Group C,Some College,Standard,Not Completed,5.3,0.873,No,No,32.6,36.5,41.7,36.9,0
1483,Male,Group B,Some College,Standard,Not Completed,6.3,0.986,No,No,72.7,86.7,74.5,78.0,1
1484,Female,Group E,Bachelor's,Standard,Completed,10.7,0.82,Yes,Yes,81.1,87.4,75.6,81.4,1
1485,Female,Group C,Associate's,Standard,Completed,8.1,0.8,No,No,72.9,69.7,58.7,67.1,1
1486,Female,Group C,Master's,Free/Reduced,Not Completed,8.9,1.0,No,Yes,89.9,85.5,84.1,86.5,1
1487,Female,Group B,High School,Standard,Not Completed,8.9,0.847,No,Yes,82.5,79.1,82.8,81.5,1
1488,Male,Group A,Associate's,Free/Reduced,Not Completed,11.0,0.795,No,Yes,77.3,75.3,68.0,73.5,1
1489,Female,Group A,Associate's,Standard,Not Completed,12.8,0.761,No,Yes,83.3,68.1,61.3,70.9,1
1490,Female,Group C,Master's,Free/Reduced,Not Completed,4.3,0.986,No,Yes,65.4,75.2,55.4,65.3,1
1491,Female,Group A,High School,Standard,Not Completed,7.4,0.873,Yes,No,76.2,70.1,75.7,74.0,1
1492,Female,Group C,Bachelor's,Standard,Not Completed,12.5,0.88,Yes,No,95.1,89.5,91.9,92.2,1
1493,Female,Group E,Associate's,Standard,Not Completed,4.3,0.887,No,Yes,66.7,66.9,64.7,66.1,1
